id,name,category,price,stock
1459,clothing-1459,clothing,98.83,213
1460,books-1460,books,0.20,220
1461,home-1461,home,1.57,227
1462,toys-1462,toys,2.94,234
1463,food-1463,food,4.31,241
1464,electronics-1464,electronics,5.68,248
1465,clothing-1465,clothing,7.05,255
1466,books-1466,books,8.42,262
1467,home-1467,home,9.79,269
1468,toys-1468,toys,11.16,276
1469,food-1469,food,12.53,283
1470,electronics-1470,electronics,13.90,290
1471,clothing-1471,clothing,15.27,297
1472,books-1472,books,16.64,304
1473,home-1473,home,18.01,311
1474,toys-1474,toys,19.38,318
1475,food-1475,food,20.75,325
1476,electronics-1476,electronics,22.12,332
1477,clothing-1477,clothing,23.49,339
1478,books-1478,books,24.86,346
1479,home-1479,home,26.23,353
1480,toys-1480,toys,27.60,360
1481,food-1481,food,28.97,367
1482,electronics-1482,electronics,30.34,374
1483,clothing-1483,clothing,31.71,381
1484,books-1484,books,33.08,388
1485,home-1485,home,34.45,395
1486,toys-1486,toys,35.82,402
1487,food-1487,food,37.19,409
1488,electronics-1488,electronics,38.56,416
1489,clothing-1489,clothing,39.93,423
1490,books-1490,books,41.30,430
1491,home-1491,home,42.67,437
1492,toys-1492,toys,44.04,444
1493,food-1493,food,45.41,451
1494,electronics-1494,electronics,46.78,458
1495,clothing-1495,clothing,48.15,465
1496,books-1496,books,49.52,472
1497,home-1497,home,50.89,479
1498,toys-1498,toys,52.26,486
1499,food-1499,food,53.63,493
1500,electronics-1500,electronics,55.00,0
1501,clothing-1501,clothing,56.37,7
1502,books-1502,books,57.74,14
1503,home-1503,home,59.11,21
1504,toys-1504,toys,60.48,28
1505,food-1505,food,61.85,35
1506,electronics-1506,electronics,63.22,42
1507,clothing-1507,clothing,64.59,49
1508,books-1508,books,65.96,56
1509,home-1509,home,67.33,63
1510,toys-1510,toys,68.70,70
1511,food-1511,food,70.07,77
1512,electronics-1512,electronics,71.44,84
1513,clothing-1513,clothing,72.81,91
1514,books-1514,books,74.18,98
1515,home-1515,home,75.55,105
1516,toys-1516,toys,76.92,112
1517,food-1517,food,78.29,119
1518,electronics-1518,electronics,79.66,126
1519,clothing-1519,clothing,81.03,133
1520,books-1520,books,82.40,140
1521,home-1521,home,83.77,147
1522,toys-1522,toys,85.14,154
1523,food-1523,food,86.51,161
1524,electronics-1524,electronics,87.88,168
1525,clothing-1525,clothing,89.25,175
1526,books-1526,books,90.62,182
1527,home-1527,home,91.99,189
1528,toys-1528,toys,93.36,196
1529,food-1529,food,94.73,203
1530,electronics-1530,electronics,96.10,210
1531,clothing-1531,clothing,97.47,217
1532,books-1532,books,98.84,224
1533,home-1533,home,0.21,231
1534,toys-1534,toys,1.58,238
1535,food-1535,food,2.95,245
1536,electronics-1536,electronics,4.32,252
1537,clothing-1537,clothing,5.69,259
1538,books-1538,books,7.06,266
1539,home-1539,home,8.43,273
1540,toys-1540,toys,9.80,280
1541,food-1541,food,11.17,287
1542,electronics-1542,electronics,12.54,294
1543,clothing-1543,clothing,13.91,301
1544,books-1544,books,15.28,308
1545,home-1545,home,16.65,315
1546,toys-1546,toys,18.02,322
1547,food-1547,food,19.39,329
1548,electronics-1548,electronics,20.76,336
1549,clothing-1549,clothing,22.13,343
1550,books-1550,books,23.50,350
1551,home-1551,home,24.87,357
1552,toys-1552,toys,26.24,364
1553,food-1553,food,27.61,371
1554,electronics-1554,electronics,28.98,378
1555,clothing-1555,clothing,30.35,385
1556,books-1556,books,31.72,392
1557,home-1557,home,33.09,399
1558,toys-1558,toys,34.46,406
1559,food-1559,food,35.83,413
1560,electronics-1560,electronics,37.20,420
1561,clothing-1561,clothing,38.57,427
1562,books-1562,books,39.94,434
1563,home-1563,home,41.31,441
1564,toys-1564,toys,42.68,448
1565,food-1565,food,44.05,455
1566,electronics-1566,electronics,45.42,462
1567,clothing-1567,clothing,46.79,469
1568,books-1568,books,48.16,476
1569,home-1569,home,49.53,483
1570,toys-1570,toys,50.90,490
1571,food-1571,food,52.27,497
1572,electronics-1572,electronics,53.64,4
1573,clothing-1573,clothing,55.01,11
1574,books-1574,books,56.38,18
1575,home-1575,home,57.75,25
1576,toys-1576,toys,59.12,32
1577,food-1577,food,60.49,39
1578,electronics-1578,electronics,61.86,46
1579,clothing-1579,clothing,63.23,53
1580,books-1580,books,64.60,60
1581,home-1581,home,65.97,67
1582,toys-1582,toys,67.34,74
1583,food-1583,food,68.71,81
1584,electronics-1584,electronics,70.08,88
1585,clothing-1585,clothing,71.45,95
1586,books-1586,books,72.82,102
1587,home-1587,home,74.19,109
1588,toys-1588,toys,75.56,116
1589,food-1589,food,76.93,123
1590,electronics-1590,electronics,78.30,130
1591,clothing-1591,clothing,79.67,137
1592,books-1592,books,81.04,144
1593,home-1593,home,82.41,151
1594,toys-1594,toys,83.78,158
1595,food-1595,food,85.15,165
1596,electronics-1596,electronics,86.52,172
1597,clothing-1597,clothing,87.89,179
1598,books-1598,books,89.26,186
1599,home-1599,home,90.63,193
1600,toys-1600,toys,92.00,200
1601,food-1601,food,93.37,207
1602,electronics-1602,electronics,94.74,214
1603,clothing-1603,clothing,96.11,221
1604,books-1604,books,97.48,228
1605,home-1605,home,98.85,235
1606,toys-1606,toys,0.22,242
1607,food-1607,food,1.59,249
1608,electronics-1608,electronics,2.96,256
1609,clothing-1609,clothing,4.33,263
1610,books-1610,books,5.70,270
1611,home-1611,home,7.07,277
1612,toys-1612,toys,8.44,284
1613,food-1613,food,9.81,291
1614,electronics-1614,electronics,11.18,298
1615,clothing-1615,clothing,12.55,305
1616,books-1616,books,13.92,312
1617,home-1617,home,15.29,319
1618,toys-1618,toys,16.66,326
1619,food-1619,food,18.03,333
1620,electronics-1620,electronics,19.40,340
1621,clothing-1621,clothing,20.77,347
1622,books-1622,books,22.14,354
1623,home-1623,home,23.51,361
1624,toys-1624,toys,24.88,368
1625,food-1625,food,26.25,375
1626,electronics-1626,electronics,27.62,382
1627,clothing-1627,clothing,28.99,389
1628,books-1628,books,30.36,396
1629,home-1629,home,31.73,403
1630,toys-1630,toys,33.10,410
1631,food-1631,food,34.47,417
1632,electronics-1632,electronics,35.84,424
1633,clothing-1633,clothing,37.21,431
1634,books-1634,books,38.58,438
1635,home-1635,home,39.95,445
1636,toys-1636,toys,41.32,452
1637,food-1637,food,42.69,459
1638,electronics-1638,electronics,44.06,466
1639,clothing-1639,clothing,45.43,473
1640,books-1640,books,46.80,480
1641,home-1641,home,48.17,487
1642,toys-1642,toys,49.54,494
1643,food-1643,food,50.91,1
1644,electronics-1644,electronics,52.28,8
1645,clothing-1645,clothing,53.65,15
1646,books-1646,books,55.02,22
1647,home-1647,home,56.39,29
1648,toys-1648,toys,57.76,36
1649,food-1649,food,59.13,43
1650,electronics-1650,electronics,60.50,50
1651,clothing-1651,clothing,61.87,57
1652,books-1652,books,63.24,64
1653,home-1653,home,64.61,71
1654,toys-1654,toys,65.98,78
1655,food-1655,food,67.35,85
1656,electronics-1656,electronics,68.72,92
1657,clothing-1657,clothing,70.09,99
1658,books-1658,books,71.46,106
1659,home-1659,home,72.83,113
1660,toys-1660,toys,74.20,120
1661,food-1661,food,75.57,127
1662,electronics-1662,electronics,76.94,134
1663,clothing-1663,clothing,78.31,141
1664,books-1664,books,79.68,148
1665,home-1665,home,81.05,155
1666,toys-1666,toys,82.42,162
1667,food-1667,food,83.79,169
1668,electronics-1668,electronics,85.16,176
1669,clothing-1669,clothing,86.53,183
1670,books-1670,books,87.90,190
1671,home-1671,home,89.27,197
1672,toys-1672,toys,90.64,204
1673,food-1673,food,92.01,211
1674,electronics-1674,electronics,93.38,218
1675,clothing-1675,clothing,94.75,225
1676,books-1676,books,96.12,232
1677,home-1677,home,97.49,239
1678,toys-1678,toys,98.86,246
1679,food-1679,food,0.23,253
1680,electronics-1680,electronics,1.60,260
1681,clothing-1681,clothing,2.97,267
1682,books-1682,books,4.34,274
1683,home-1683,home,5.71,281
1684,toys-1684,toys,7.08,288
1685,food-1685,food,8.45,295
1686,electronics-1686,electronics,9.82,302
1687,clothing-1687,clothing,11.19,309
1688,books-1688,books,12.56,316
1689,home-1689,home,13.93,323
1690,toys-1690,toys,15.30,330
1691,food-1691,food,16.67,337
1692,electronics-1692,electronics,18.04,344
1693,clothing-1693,clothing,19.41,351
1694,books-1694,books,20.78,358
1695,home-1695,home,22.15,365
1696,toys-1696,toys,23.52,372
1697,food-1697,food,24.89,379
1698,electronics-1698,electronics,26.26,386
1699,clothing-1699,clothing,27.63,393
1700,books-1700,books,29.00,400
1701,home-1701,home,30.37,407
1702,toys-1702,toys,31.74,414
1703,food-1703,food,33.11,421
1704,electronics-1704,electronics,34.48,428
1705,clothing-1705,clothing,35.85,435
1706,books-1706,books,37.22,442
1707,home-1707,home,38.59,449
1708,toys-1708,toys,39.96,456
1709,food-1709,food,41.33,463
1710,electronics-1710,electronics,42.70,470
1711,clothing-1711,clothing,44.07,477
1712,books-1712,books,45.44,484
1713,home-1713,home,46.81,491
1714,toys-1714,toys,48.18,498
1715,food-1715,food,49.55,5
1716,electronics-1716,electronics,50.92,12
1717,clothing-1717,clothing,52.29,19
1718,books-1718,books,53.66,26
1719,home-1719,home,55.03,33
1720,toys-1720,toys,56.40,40
1721,food-1721,food,57.77,47
1722,electronics-1722,electronics,59.14,54
1723,clothing-1723,clothing,60.51,61
1724,books-1724,books,61.88,68
1725,home-1725,home,63.25,75
1726,toys-1726,toys,64.62,82
1727,food-1727,food,65.99,89
1728,electronics-1728,electronics,67.36,96
1729,clothing-1729,clothing,68.73,103
1730,books-1730,books,70.10,110
1731,home-1731,home,71.47,117
1732,toys-1732,toys,72.84,124
1733,food-1733,food,74.21,131
1734,electronics-1734,electronics,75.58,138
1735,clothing-1735,clothing,76.95,145
1736,books-1736,books,78.32,152
1737,home-1737,home,79.69,159
1738,toys-1738,toys,81.06,166
1739,food-1739,food,82.43,173
1740,electronics-1740,electronics,83.80,180
1741,clothing-1741,clothing,85.17,187
1742,books-1742,books,86.54,194
1743,home-1743,home,87.91,201
1744,toys-1744,toys,89.28,208
1745,food-1745,food,90.65,215
1746,electronics-1746,electronics,92.02,222
1747,clothing-1747,clothing,93.39,229
1748,books-1748,books,94.76,236
1749,home-1749,home,96.13,243
1750,toys-1750,toys,97.50,250
1751,food-1751,food,98.87,257
1752,electronics-1752,electronics,0.24,264
1753,clothing-1753,clothing,1.61,271
1754,books-1754,books,2.98,278
1755,home-1755,home,4.35,285
1756,toys-1756,toys,5.72,292
1757,food-1757,food,7.09,299
1758,electronics-1758,electronics,8.46,306
1759,clothing-1759,clothing,9.83,313
1760,books-1760,books,11.20,320
1761,home-1761,home,12.57,327
1762,toys-1762,toys,13.94,334
1763,food-1763,food,15.31,341
1764,electronics-1764,electronics,16.68,348
1765,clothing-1765,clothing,18.05,355
1766,books-1766,books,19.42,362
1767,home-1767,home,20.79,369
1768,toys-1768,toys,22.16,376
1769,food-1769,food,23.53,383
1770,electronics-1770,electronics,24.90,390
1771,clothing-1771,clothing,26.27,397
1772,books-1772,books,27.64,404
1773,home-1773,home,29.01,411
1774,toys-1774,toys,30.38,418
1775,food-1775,food,31.75,425
1776,electronics-1776,electronics,33.12,432
1777,clothing-1777,clothing,34.49,439
1778,books-1778,books,35.86,446
1779,home-1779,home,37.23,453
1780,toys-1780,toys,38.60,460
1781,food-1781,food,39.97,467
1782,electronics-1782,electronics,41.34,474
1783,clothing-1783,clothing,42.71,481
1784,books-1784,books,44.08,488
1785,home-1785,home,45.45,495
1786,toys-1786,toys,46.82,2
1787,food-1787,food,48.19,9
1788,electronics-1788,electronics,49.56,16
1789,clothing-1789,clothing,50.93,23
1790,books-1790,books,52.30,30
1791,home-1791,home,53.67,37
1792,toys-1792,toys,55.04,44
1793,food-1793,food,56.41,51
1794,electronics-1794,electronics,57.78,58
1795,clothing-1795,clothing,59.15,65
1796,books-1796,books,60.52,72
1797,home-1797,home,61.89,79
1798,toys-1798,toys,63.26,86
1799,food-1799,food,64.63,93
1800,electronics-1800,electronics,66.00,100
1801,clothing-1801,clothing,67.37,107
1802,books-1802,books,68.74,114
1803,home-1803,home,70.11,121
1804,toys-1804,toys,71.48,128
1805,food-1805,food,72.85,135
1806,electronics-1806,electronics,74.22,142
1807,clothing-1807,clothing,75.59,149
1808,books-1808,books,76.96,156
1809,home-1809,home,78.33,163
1810,toys-1810,toys,79.70,170
1811,food-1811,food,81.07,177
1812,electronics-1812,electronics,82.44,184
1813,clothing-1813,clothing,83.81,191
1814,books-1814,books,85.18,198
1815,home-1815,home,86.55,205
1816,toys-1816,toys,87.92,212
1817,food-1817,food,89.29,219
1818,electronics-1818,electronics,90.66,226
1819,clothing-1819,clothing,92.03,233
1820,books-1820,books,93.40,240
1821,home-1821,home,94.77,247
1822,toys-1822,toys,96.14,254
1823,food-1823,food,97.51,261
1824,electronics-1824,electronics,98.88,268
1825,clothing-1825,clothing,0.25,275
1826,books-1826,books,1.62,282
1827,home-1827,home,2.99,289
1828,toys-1828,toys,4.36,296
1829,food-1829,food,5.73,303
1830,electronics-1830,electronics,7.10,310
1831,clothing-1831,clothing,8.47,317
1832,books-1832,books,9.84,324
1833,home-1833,home,11.21,331
1834,toys-1834,toys,12.58,338
1835,food-1835,food,13.95,345
1836,electronics-1836,electronics,15.32,352
1837,clothing-1837,clothing,16.69,359
1838,books-1838,books,18.06,366
1839,home-1839,home,19.43,373
1840,toys-1840,toys,20.80,380
1841,food-1841,food,22.17,387
1842,electronics-1842,electronics,23.54,394
1843,clothing-1843,clothing,24.91,401
1844,books-1844,books,26.28,408
1845,home-1845,home,27.65,415
1846,toys-1846,toys,29.02,422
1847,food-1847,food,30.39,429
1848,electronics-1848,electronics,31.76,436
1849,clothing-1849,clothing,33.13,443
1850,books-1850,books,34.50,450
1851,home-1851,home,35.87,457
1852,toys-1852,toys,37.24,464
1853,food-1853,food,38.61,471
1854,electronics-1854,electronics,39.98,478
1855,clothing-1855,clothing,41.35,485
1856,books-1856,books,42.72,492
1857,home-1857,home,44.09,499
1858,toys-1858,toys,45.46,6
1859,food-1859,food,46.83,13
1860,electronics-1860,electronics,48.20,20
1861,clothing-1861,clothing,49.57,27
1862,books-1862,books,50.94,34
1863,home-1863,home,52.31,41
1864,toys-1864,toys,53.68,48
1865,food-1865,food,55.05,55
1866,electronics-1866,electronics,56.42,62
1867,clothing-1867,clothing,57.79,69
1868,books-1868,books,59.16,76
1869,home-1869,home,60.53,83
1870,toys-1870,toys,61.90,90
1871,food-1871,food,63.27,97
1872,electronics-1872,electronics,64.64,104
1873,clothing-1873,clothing,66.01,111
1874,books-1874,books,67.38,118
1875,home-1875,home,68.75,125
1876,toys-1876,toys,70.12,132
1877,food-1877,food,71.49,139
1878,electronics-1878,electronics,72.86,146
1879,clothing-1879,clothing,74.23,153
1880,books-1880,books,75.60,160
1881,home-1881,home,76.97,167
1882,toys-1882,toys,78.34,174
1883,food-1883,food,79.71,181
1884,electronics-1884,electronics,81.08,188
1885,clothing-1885,clothing,82.45,195
1886,books-1886,books,83.82,202
1887,home-1887,home,85.19,209
1888,toys-1888,toys,86.56,216
1889,food-1889,food,87.93,223
1890,electronics-1890,electronics,89.30,230
1891,clothing-1891,clothing,90.67,237
1892,books-1892,books,92.04,244
1893,home-1893,home,93.41,251
1894,toys-1894,toys,94.78,258
1895,food-1895,food,96.15,265
1896,electronics-1896,electronics,97.52,272
1897,clothing-1897,clothing,98.89,279
1898,books-1898,books,0.26,286
1899,home-1899,home,1.63,293
1900,toys-1900,toys,3.00,300
1901,food-1901,food,4.37,307
1902,electronics-1902,electronics,5.74,314
1903,clothing-1903,clothing,7.11,321
1904,books-1904,books,8.48,328
1905,home-1905,home,9.85,335
1906,toys-1906,toys,11.22,342
1907,food-1907,food,12.59,349
1908,electronics-1908,electronics,13.96,356
1909,clothing-1909,clothing,15.33,363
1910,books-1910,books,16.70,370
1911,home-1911,home,18.07,377
1912,toys-1912,toys,19.44,384
1913,food-1913,food,20.81,391
1914,electronics-1914,electronics,22.18,398
1915,clothing-1915,clothing,23.55,405
1916,books-1916,books,24.92,412
1917,home-1917,home,26.29,419
1918,toys-1918,toys,27.66,426
1919,food-1919,food,29.03,433
1920,electronics-1920,electronics,30.40,440
1921,clothing-1921,clothing,31.77,447
1922,books-1922,books,33.14,454
1923,home-1923,home,34.51,461
1924,toys-1924,toys,35.88,468
1925,food-1925,food,37.25,475
1926,electronics-1926,electronics,38.62,482
1927,clothing-1927,clothing,39.99,489
1928,books-1928,books,41.36,496
1929,home-1929,home,42.73,3
1930,toys-1930,toys,44.10,10
1931,food-1931,food,45.47,17
1932,electronics-1932,electronics,46.84,24
1933,clothing-1933,clothing,48.21,31
1934,books-1934,books,49.58,38
1935,home-1935,home,50.95,45
1936,toys-1936,toys,52.32,52
1937,food-1937,food,53.69,59
1938,electronics-1938,electronics,55.06,66
1939,clothing-1939,clothing,56.43,73
1940,books-1940,books,57.80,80
1941,home-1941,home,59.17,87
1942,toys-1942,toys,60.54,94
1943,food-1943,food,61.91,101
1944,electronics-1944,electronics,63.28,108
1945,clothing-1945,clothing,64.65,115
1946,books-1946,books,66.02,122
1947,home-1947,home,67.39,129
1948,toys-1948,toys,68.76,136
1949,food-1949,food,70.13,143
1950,electronics-1950,electronics,71.50,150
1951,clothing-1951,clothing,72.87,157
1952,books-1952,books,74.24,164
1953,home-1953,home,75.61,171
1954,toys-1954,toys,76.98,178
1955,food-1955,food,78.35,185
1956,electronics-1956,electronics,79.72,192
1957,clothing-1957,clothing,81.09,199
1958,books-1958,books,82.46,206
1959,home-1959,home,83.83,213
1960,toys-1960,toys,85.20,220
1961,food-1961,food,86.57,227
1962,electronics-1962,electronics,87.94,234
1963,clothing-1963,clothing,89.31,241
1964,books-1964,books,90.68,248
1965,home-1965,home,92.05,255
1966,toys-1966,toys,93.42,262
1967,food-1967,food,94.79,269
1968,electronics-1968,electronics,96.16,276
1969,clothing-1969,clothing,97.53,283
1970,books-1970,books,98.90,290
1971,home-1971,home,0.27,297
1972,toys-1972,toys,1.64,304
1973,food-1973,food,3.01,311
1974,electronics-1974,electronics,4.38,318
1975,clothing-1975,clothing,5.75,325
1976,books-1976,books,7.12,332
1977,home-1977,home,8.49,339
1978,toys-1978,toys,9.86,346
1979,food-1979,food,11.23,353
1980,electronics-1980,electronics,12.60,360
1981,clothing-1981,clothing,13.97,367
1982,books-1982,books,15.34,374
1983,home-1983,home,16.71,381
1984,toys-1984,toys,18.08,388
1985,food-1985,food,19.45,395
1986,electronics-1986,electronics,20.82,402
1987,clothing-1987,clothing,22.19,409
1988,books-1988,books,23.56,416
1989,home-1989,home,24.93,423
1990,toys-1990,toys,26.30,430
1991,food-1991,food,27.67,437
1992,electronics-1992,electronics,29.04,444
1993,clothing-1993,clothing,30.41,451
1994,books-1994,books,31.78,458
1995,home-1995,home,33.15,465
1996,toys-1996,toys,34.52,472
1997,food-1997,food,35.89,479
1998,electronics-1998,electronics,37.26,486
1999,clothing-1999,clothing,38.63,493
2000,books-2000,books,40.00,0
2001,home-2001,home,41.37,7
2002,toys-2002,toys,42.74,14
2003,food-2003,food,44.11,21
2004,electronics-2004,electronics,45.48,28
2005,clothing-2005,clothing,46.85,35
2006,books-2006,books,48.22,42
2007,home-2007,home,49.59,49
2008,toys-2008,toys,50.96,56
2009,food-2009,food,52.33,63
2010,electronics-2010,electronics,53.70,70
2011,clothing-2011,clothing,55.07,77
2012,books-2012,books,56.44,84
2013,home-2013,home,57.81,91
2014,toys-2014,toys,59.18,98
2015,food-2015,food,60.55,105
2016,electronics-2016,electronics,61.92,112
2017,clothing-2017,clothing,63.29,119
2018,books-2018,books,64.66,126
2019,home-2019,home,66.03,133
2020,toys-2020,toys,67.40,140
2021,food-2021,food,68.77,147
2022,electronics-2022,electronics,70.14,154
2023,clothing-2023,clothing,71.51,161
2024,books-2024,books,72.88,168
2025,home-2025,home,74.25,175
2026,toys-2026,toys,75.62,182
2027,food-2027,food,76.99,189
2028,electronics-2028,electronics,78.36,196
2029,clothing-2029,clothing,79.73,203
2030,books-2030,books,81.10,210
2031,home-2031,home,82.47,217
2032,toys-2032,toys,83.84,224
2033,food-2033,food,85.21,231
2034,electronics-2034,electronics,86.58,238
2035,clothing-2035,clothing,87.95,245
2036,books-2036,books,89.32,252
2037,home-2037,home,90.69,259
2038,toys-2038,toys,92.06,266
2039,food-2039,food,93.43,273
2040,electronics-2040,electronics,94.80,280
2041,clothing-2041,clothing,96.17,287
2042,books-2042,books,97.54,294
2043,home-2043,home,98.91,301
2044,toys-2044,toys,0.28,308
2045,food-2045,food,1.65,315
2046,electronics-2046,electronics,3.02,322
2047,clothing-2047,clothing,4.39,329
2048,books-2048,books,5.76,336
2049,home-2049,home,7.13,343
2050,toys-2050,toys,8.50,350
2051,food-2051,food,9.87,357
2052,electronics-2052,electronics,11.24,364
2053,clothing-2053,clothing,12.61,371
2054,books-2054,books,13.98,378
2055,home-2055,home,15.35,385
2056,toys-2056,toys,16.72,392
2057,food-2057,food,18.09,399
2058,electronics-2058,electronics,19.46,406
2059,clothing-2059,clothing,20.83,413
2060,books-2060,books,22.20,420
2061,home-2061,home,23.57,427
2062,toys-2062,toys,24.94,434
2063,food-2063,food,26.31,441
2064,electronics-2064,electronics,27.68,448
2065,clothing-2065,clothing,29.05,455
2066,books-2066,books,30.42,462
2067,home-2067,home,31.79,469
2068,toys-2068,toys,33.16,476
2069,food-2069,food,34.53,483
2070,electronics-2070,electronics,35.90,490
2071,clothing-2071,clothing,37.27,497
2072,books-2072,books,38.64,4
2073,home-2073,home,40.01,11
2074,toys-2074,toys,41.38,18
2075,food-2075,food,42.75,25
2076,electronics-2076,electronics,44.12,32
2077,clothing-2077,clothing,45.49,39
2078,books-2078,books,46.86,46
2079,home-2079,home,48.23,53
2080,toys-2080,toys,49.60,60
2081,food-2081,food,50.97,67
2082,electronics-2082,electronics,52.34,74
2083,clothing-2083,clothing,53.71,81
2084,books-2084,books,55.08,88
2085,home-2085,home,56.45,95
2086,toys-2086,toys,57.82,102
2087,food-2087,food,59.19,109
2088,electronics-2088,electronics,60.56,116
2089,clothing-2089,clothing,61.93,123
2090,books-2090,books,63.30,130
2091,home-2091,home,64.67,137
2092,toys-2092,toys,66.04,144
2093,food-2093,food,67.41,151
2094,electronics-2094,electronics,68.78,158
2095,clothing-2095,clothing,70.15,165
2096,books-2096,books,71.52,172
2097,home-2097,home,72.89,179
2098,toys-2098,toys,74.26,186
2099,food-2099,food,75.63,193
2100,electronics-2100,electronics,77.00,200
2101,clothing-2101,clothing,78.37,207
2102,books-2102,books,79.74,214
2103,home-2103,home,81.11,221
2104,toys-2104,toys,82.48,228
2105,food-2105,food,83.85,235
2106,electronics-2106,electronics,85.22,242
2107,clothing-2107,clothing,86.59,249
2108,books-2108,books,87.96,256
2109,home-2109,home,89.33,263
2110,toys-2110,toys,90.70,270
2111,food-2111,food,92.07,277
2112,electronics-2112,electronics,93.44,284
2113,clothing-2113,clothing,94.81,291
2114,books-2114,books,96.18,298
2115,home-2115,home,97.55,305
2116,toys-2116,toys,98.92,312
2117,food-2117,food,0.29,319
2118,electronics-2118,electronics,1.66,326
2119,clothing-2119,clothing,3.03,333
2120,books-2120,books,4.40,340
2121,home-2121,home,5.77,347
2122,toys-2122,toys,7.14,354
2123,food-2123,food,8.51,361
2124,electronics-2124,electronics,9.88,368
2125,clothing-2125,clothing,11.25,375
2126,books-2126,books,12.62,382
2127,home-2127,home,13.99,389
2128,toys-2128,toys,15.36,396
2129,food-2129,food,16.73,403
2130,electronics-2130,electronics,18.10,410
2131,clothing-2131,clothing,19.47,417
2132,books-2132,books,20.84,424
2133,home-2133,home,22.21,431
2134,toys-2134,toys,23.58,438
2135,food-2135,food,24.95,445
2136,electronics-2136,electronics,26.32,452
2137,clothing-2137,clothing,27.69,459
2138,books-2138,books,29.06,466
2139,home-2139,home,30.43,473
2140,toys-2140,toys,31.80,480
2141,food-2141,food,33.17,487
2142,electronics-2142,electronics,34.54,494
2143,clothing-2143,clothing,35.91,1
2144,books-2144,books,37.28,8
2145,home-2145,home,38.65,15
2146,toys-2146,toys,40.02,22
2147,food-2147,food,41.39,29
2148,electronics-2148,electronics,42.76,36
2149,clothing-2149,clothing,44.13,43
2150,books-2150,books,45.50,50
2151,home-2151,home,46.87,57
2152,toys-2152,toys,48.24,64
2153,food-2153,food,49.61,71
2154,electronics-2154,electronics,50.98,78
2155,clothing-2155,clothing,52.35,85
2156,books-2156,books,53.72,92
2157,home-2157,home,55.09,99
2158,toys-2158,toys,56.46,106
2159,food-2159,food,57.83,113
2160,electronics-2160,electronics,59.20,120
2161,clothing-2161,clothing,60.57,127
2162,books-2162,books,61.94,134
2163,home-2163,home,63.31,141
2164,toys-2164,toys,64.68,148
2165,food-2165,food,66.05,155
2166,electronics-2166,electronics,67.42,162
2167,clothing-2167,clothing,68.79,169
2168,books-2168,books,70.16,176
2169,home-2169,home,71.53,183
2170,toys-2170,toys,72.90,190
2171,food-2171,food,74.27,197
2172,electronics-2172,electronics,75.64,204
2173,clothing-2173,clothing,77.01,211
2174,books-2174,books,78.38,218
2175,home-2175,home,79.75,225
2176,toys-2176,toys,81.12,232
2177,food-2177,food,82.49,239
2178,electronics-2178,electronics,83.86,246
2179,clothing-2179,clothing,85.23,253
2180,books-2180,books,86.60,260
2181,home-2181,home,87.97,267
2182,toys-2182,toys,89.34,274
2183,food-2183,food,90.71,281
2184,electronics-2184,electronics,92.08,288
2185,clothing-2185,clothing,93.45,295
2186,books-2186,books,94.82,302
2187,home-2187,home,96.19,309
2188,toys-2188,toys,97.56,316
2189,food-2189,food,98.93,323
2190,electronics-2190,electronics,0.30,330
2191,clothing-2191,clothing,1.67,337
2192,books-2192,books,3.04,344
2193,home-2193,home,4.41,351
2194,toys-2194,toys,5.78,358
2195,food-2195,food,7.15,365
2196,electronics-2196,electronics,8.52,372
2197,clothing-2197,clothing,9.89,379
2198,books-2198,books,11.26,386
2199,home-2199,home,12.63,393
2200,toys-2200,toys,14.00,400
2201,food-2201,food,15.37,407
2202,electronics-2202,electronics,16.74,414
2203,clothing-2203,clothing,18.11,421
2204,books-2204,books,19.48,428
2205,home-2205,home,20.85,435
2206,toys-2206,toys,22.22,442
2207,food-2207,food,23.59,449
2208,electronics-2208,electronics,24.96,456
2209,clothing-2209,clothing,26.33,463
2210,books-2210,books,27.70,470
2211,home-2211,home,29.07,477
2212,toys-2212,toys,30.44,484
2213,food-2213,food,31.81,491
2214,electronics-2214,electronics,33.18,498
2215,clothing-2215,clothing,34.55,5
2216,books-2216,books,35.92,12
2217,home-2217,home,37.29,19
2218,toys-2218,toys,38.66,26
2219,food-2219,food,40.03,33
2220,electronics-2220,electronics,41.40,40
2221,clothing-2221,clothing,42.77,47
2222,books-2222,books,44.14,54
2223,home-2223,home,45.51,61
2224,toys-2224,toys,46.88,68
2225,food-2225,food,48.25,75
2226,electronics-2226,electronics,49.62,82
2227,clothing-2227,clothing,50.99,89
2228,books-2228,books,52.36,96
2229,home-2229,home,53.73,103
2230,toys-2230,toys,55.10,110
2231,food-2231,food,56.47,117
2232,electronics-2232,electronics,57.84,124
2233,clothing-2233,clothing,59.21,131
2234,books-2234,books,60.58,138
2235,home-2235,home,61.95,145
2236,toys-2236,toys,63.32,152
2237,food-2237,food,64.69,159
2238,electronics-2238,electronics,66.06,166
2239,clothing-2239,clothing,67.43,173
2240,books-2240,books,68.80,180
2241,home-2241,home,70.17,187
2242,toys-2242,toys,71.54,194
2243,food-2243,food,72.91,201
2244,electronics-2244,electronics,74.28,208
2245,clothing-2245,clothing,75.65,215
2246,books-2246,books,77.02,222
2247,home-2247,home,78.39,229
2248,toys-2248,toys,79.76,236
2249,food-2249,food,81.13,243
